Entity,Code,Day,Daily hospital occupancy
Belgium,BEL,2022-04-05,3055
Belgium,BEL,2022-04-06,3012
Belgium,BEL,2022-04-07,3102
Belgium,BEL,2022-04-08,3141
Belgium,BEL,2022-04-09,3024
Belgium,BEL,2022-04-10,3069
Belgium,BEL,2022-04-11,3197
Belgium,BEL,2022-04-12,3189
Belgium,BEL,2022-04-13,3199
Belgium,BEL,2022-04-14,3163
Belgium,BEL,2022-04-15,3028
Belgium,BEL,2022-04-16,2902
Belgium,BEL,2022-04-17,2948
Belgium,BEL,2022-04-18,3079
Belgium,BEL,2022-04-19,3188
Belgium,BEL,2022-04-20,3086
Belgium,BEL,2022-04-21,2975
Belgium,BEL,2022-04-22,2845
Belgium,BEL,2022-04-23,2656
Belgium,BEL,2022-04-24,2715
Belgium,BEL,2022-04-25,2766
Belgium,BEL,2022-04-26,2638
Belgium,BEL,2022-04-27,2570
Belgium,BEL,2022-04-28,2450
Belgium,BEL,2022-04-29,2331
Belgium,BEL,2022-04-30,2183
Belgium,BEL,2022-05-01,2189
Belgium,BEL,2022-05-02,2252
Belgium,BEL,2022-05-03,2124
Belgium,BEL,2022-05-04,2041
Belgium,BEL,2022-05-05,2017
Belgium,BEL,2022-05-06,1948
Belgium,BEL,2022-05-07,1837
Belgium,BEL,2022-05-08,1859
Belgium,BEL,2022-05-09,1891
Belgium,BEL,2022-05-10,1847
Belgium,BEL,2022-05-11,1711
Belgium,BEL,2022-05-12,1680
Belgium,BEL,2022-05-13,1602
Belgium,BEL,2022-05-14,1508
Belgium,BEL,2022-05-15,1523
Belgium,BEL,2022-05-16,1512
Belgium,BEL,2022-05-17,1462
Belgium,BEL,2022-05-18,1399
Belgium,BEL,2022-05-19,1340
Belgium,BEL,2022-05-20,1304
Belgium,BEL,2022-05-21,1199
Belgium,BEL,2022-05-22,1211
Belgium,BEL,2022-05-23,1240
Belgium,BEL,2022-05-24,1158
Belgium,BEL,2022-05-25,1092
Belgium,BEL,2022-05-26,1044
Belgium,BEL,2022-05-27,1026
Belgium,BEL,2022-05-28,941
Belgium,BEL,2022-05-29,937
Belgium,BEL,2022-05-30,946
Belgium,BEL,2022-05-31,943
Belgium,BEL,2022-06-01,909
Belgium,BEL,2022-06-02,874
Belgium,BEL,2022-06-03,855
Belgium,BEL,2022-06-04,802
Belgium,BEL,2022-06-05,829
Belgium,BEL,2022-06-06,867
Belgium,BEL,2022-06-07,934
Belgium,BEL,2022-06-08,894
Belgium,BEL,2022-06-09,882
Belgium,BEL,2022-06-10,879
Belgium,BEL,2022-06-11,804
Belgium,BEL,2022-06-12,818
Belgium,BEL,2022-06-13,883
Belgium,BEL,2022-06-14,877
Belgium,BEL,2022-06-15,861
Belgium,BEL,2022-06-16,885
Belgium,BEL,2022-06-17,869
Belgium,BEL,2022-06-18,873
Belgium,BEL,2022-06-19,933
Belgium,BEL,2022-06-20,1016
Belgium,BEL,2022-06-21,1082
Belgium,BEL,2022-06-22,1089
Belgium,BEL,2022-06-23,1082
Belgium,BEL,2022-06-24,1099
Belgium,BEL,2022-06-25,1167
Belgium,BEL,2022-06-26,1192
Belgium,BEL,2022-06-27,1289
Belgium,BEL,2022-06-28,1307
Belgium,BEL,2022-06-29,1354
Belgium,BEL,2022-06-30,1349
Belgium,BEL,2022-07-01,1426
Belgium,BEL,2022-07-02,1419
Belgium,BEL,2022-07-03,1474
Belgium,BEL,2022-07-04,1537
Belgium,BEL,2022-07-05,1534
Belgium,BEL,2022-07-06,1580
Belgium,BEL,2022-07-07,1660
Belgium,BEL,2022-07-08,1690
Belgium,BEL,2022-07-09,1710
Belgium,BEL,2022-07-10,1831
Belgium,BEL,2022-07-11,1986
Belgium,BEL,2022-07-12,2072
Belgium,BEL,2022-07-13,2095
Belgium,BEL,2022-07-14,2172
Belgium,BEL,2022-07-15,2196
Belgium,BEL,2022-07-16,2174
Belgium,BEL,2022-07-17,2264
Belgium,BEL,2022-07-18,2327
Belgium,BEL,2022-07-19,2229
Belgium,BEL,2022-07-20,2218
Belgium,BEL,2022-07-21,2146
Belgium,BEL,2022-07-22,2202
Belgium,BEL,2022-07-23,2170
Belgium,BEL,2022-07-24,2211
Belgium,BEL,2022-07-25,2292
Belgium,BEL,2022-07-26,2187
Belgium,BEL,2022-07-27,2059
Belgium,BEL,2022-07-28,1996
Belgium,BEL,2022-07-29,1901
Belgium,BEL,2022-07-30,1816
Belgium,BEL,2022-07-31,1859
Belgium,BEL,2022-08-01,1899
Belgium,BEL,2022-08-02,1871
Belgium,BEL,2022-08-03,1806
Belgium,BEL,2022-08-04,1764
Belgium,BEL,2022-08-05,1689
Belgium,BEL,2022-08-06,1605
Belgium,BEL,2022-08-07,1615
Belgium,BEL,2022-08-08,1646
Belgium,BEL,2022-08-09,1524
Belgium,BEL,2022-08-10,1394
Belgium,BEL,2022-08-11,1343
Belgium,BEL,2022-08-12,1311
Belgium,BEL,2022-08-13,1260
Belgium,BEL,2022-08-14,1273
Belgium,BEL,2022-08-15,1315
Belgium,BEL,2022-08-16,1300
Belgium,BEL,2022-08-17,1233
Belgium,BEL,2022-08-18,1172
Belgium,BEL,2022-08-19,1130
Belgium,BEL,2022-08-20,1072
Belgium,BEL,2022-08-21,1093
Belgium,BEL,2022-08-22,1106
Belgium,BEL,2022-08-23,1034
Belgium,BEL,2022-08-24,986
Belgium,BEL,2022-08-25,953
Belgium,BEL,2022-08-26,910
Belgium,BEL,2022-08-27,828
Belgium,BEL,2022-08-28,834
Belgium,BEL,2022-08-29,867
Belgium,BEL,2022-08-30,812
Belgium,BEL,2022-08-31,798
Belgium,BEL,2022-09-01,763
Belgium,BEL,2022-09-02,738
Belgium,BEL,2022-09-03,728
Belgium,BEL,2022-09-04,733
Belgium,BEL,2022-09-05,779
Belgium,BEL,2022-09-06,716
Belgium,BEL,2022-09-07,757
Belgium,BEL,2022-09-08,739
Belgium,BEL,2022-09-09,710
Belgium,BEL,2022-09-10,677
Belgium,BEL,2022-09-11,688
Belgium,BEL,2022-09-12,713
Belgium,BEL,2022-09-13,686
Belgium,BEL,2022-09-14,692
Belgium,BEL,2022-09-15,713
Belgium,BEL,2022-09-16,702
Belgium,BEL,2022-09-17,667
Belgium,BEL,2022-09-18,663
Belgium,BEL,2022-09-19,684
Belgium,BEL,2022-09-20,706
Belgium,BEL,2022-09-21,721
Belgium,BEL,2022-09-22,737
Belgium,BEL,2022-09-23,752
Belgium,BEL,2022-09-24,796
Belgium,BEL,2022-09-25,845
Belgium,BEL,2022-09-26,929
Belgium,BEL,2022-09-27,979
Belgium,BEL,2022-09-28,1042
Belgium,BEL,2022-09-29,1081
Belgium,BEL,2022-09-30,1173
Belgium,BEL,2022-10-01,1161
Belgium,BEL,2022-10-02,1232
Belgium,BEL,2022-10-03,1315
Belgium,BEL,2022-10-04,1354
Belgium,BEL,2022-10-05,1387
Belgium,BEL,2022-10-06,1430
Belgium,BEL,2022-10-07,1471
Belgium,BEL,2022-10-08,1454
Belgium,BEL,2022-10-09,1502
Belgium,BEL,2022-10-10,1547
Belgium,BEL,2022-10-11,1487
Belgium,BEL,2022-10-12,1511
Belgium,BEL,2022-10-13,1488
Belgium,BEL,2022-10-14,1527
Belgium,BEL,2022-10-15,1447
Belgium,BEL,2022-10-16,1473
Belgium,BEL,2022-10-17,1524
Belgium,BEL,2022-10-18,1549
Belgium,BEL,2022-10-19,1526
Belgium,BEL,2022-10-20,1509
Belgium,BEL,2022-10-21,1489
Belgium,BEL,2022-10-22,1441
Belgium,BEL,2022-10-23,1465
Belgium,BEL,2022-10-24,1431
Belgium,BEL,2022-10-25,1346
Belgium,BEL,2022-10-26,1266
Belgium,BEL,2022-10-27,1218
Belgium,BEL,2022-10-28,1155
Belgium,BEL,2022-10-29,1030
Belgium,BEL,2022-10-30,1050
Belgium,BEL,2022-10-31,1078
Belgium,BEL,2022-11-01,981
Belgium,BEL,2022-11-02,963
Belgium,BEL,2022-11-03,899
Belgium,BEL,2022-11-04,833
Belgium,BEL,2022-11-05,813
Belgium,BEL,2022-11-06,814
Belgium,BEL,2022-11-07,840
Belgium,BEL,2022-11-08,798
Belgium,BEL,2022-11-09,796
Belgium,BEL,2022-11-10,810
Belgium,BEL,2022-11-11,776
Belgium,BEL,2022-11-12,757
Belgium,BEL,2022-11-13,780
Belgium,BEL,2022-11-14,791
Belgium,BEL,2022-11-15,724
Belgium,BEL,2022-11-16,696
Belgium,BEL,2022-11-17,653
Belgium,BEL,2022-11-18,672
Belgium,BEL,2022-11-19,654
Belgium,BEL,2022-11-20,669
Belgium,BEL,2022-11-21,709
Belgium,BEL,2022-11-22,714
Belgium,BEL,2022-11-23,736
Belgium,BEL,2022-11-24,762
Belgium,BEL,2022-11-25,790
Belgium,BEL,2022-11-26,797
Belgium,BEL,2022-11-27,839
Belgium,BEL,2022-11-28,872
Belgium,BEL,2022-11-29,928
Belgium,BEL,2022-11-30,957
Belgium,BEL,2022-12-01,974
Belgium,BEL,2022-12-02,1011
Belgium,BEL,2022-12-03,996
Belgium,BEL,2022-12-04,1039
Belgium,BEL,2022-12-05,1124
Belgium,BEL,2022-12-06,1176
Belgium,BEL,2022-12-07,1203
Belgium,BEL,2022-12-08,1242
Belgium,BEL,2022-12-09,1272
Belgium,BEL,2022-12-10,1318
Belgium,BEL,2022-12-11,1387
Belgium,BEL,2022-12-12,1496
Belgium,BEL,2022-12-13,1495
Belgium,BEL,2022-12-14,1583
Belgium,BEL,2022-12-15,1619
Belgium,BEL,2022-12-16,1706
Belgium,BEL,2022-12-17,1763
Belgium,BEL,2022-12-18,1844
Belgium,BEL,2022-12-19,1960
Belgium,BEL,2022-12-20,1964
Belgium,BEL,2022-12-21,2010
Belgium,BEL,2022-12-22,1999
Belgium,BEL,2022-12-23,1994
Belgium,BEL,2022-12-24,1898
Belgium,BEL,2022-12-25,1950
Belgium,BEL,2022-12-26,1971
Belgium,BEL,2022-12-27,1955
Belgium,BEL,2022-12-28,1948
Belgium,BEL,2022-12-29,1852
Belgium,BEL,2022-12-30,1789
Belgium,BEL,2022-12-31,1671
Belgium,BEL,2023-01-01,1691
Belgium,BEL,2023-01-02,1699
Belgium,BEL,2023-01-03,1594
Belgium,BEL,2023-01-04,1492
Belgium,BEL,2023-01-05,1391
Belgium,BEL,2023-01-06,1317
Belgium,BEL,2023-01-07,1227
Belgium,BEL,2023-01-08,1226
Belgium,BEL,2023-01-09,1204
Belgium,BEL,2023-01-10,1086
Belgium,BEL,2023-01-11,1031
Belgium,BEL,2023-01-12,958
Belgium,BEL,2023-01-13,909
Belgium,BEL,2023-01-14,881
Belgium,BEL,2023-01-15,866
Belgium,BEL,2023-01-16,893
Belgium,BEL,2023-01-17,857
Belgium,BEL,2023-01-18,801
Belgium,BEL,2023-01-19,743
Belgium,BEL,2023-01-20,727
Belgium,BEL,2023-01-21,661
Belgium,BEL,2023-01-22,656
Belgium,BEL,2023-01-23,683
Belgium,BEL,2023-01-24,663
Belgium,BEL,2023-01-25,651
Belgium,BEL,2023-01-26,674
Belgium,BEL,2023-01-27,691
Belgium,BEL,2023-01-28,709
Belgium,BEL,2023-01-29,741
Belgium,BEL,2023-01-30,795
Belgium,BEL,2023-01-31,808
Belgium,BEL,2023-02-01,830
Belgium,BEL,2023-02-02,865
Belgium,BEL,2023-02-03,885
Belgium,BEL,2023-02-04,872
Belgium,BEL,2023-02-05,918
Belgium,BEL,2023-02-06,949
Belgium,BEL,2023-02-07,950
Belgium,BEL,2023-02-08,977
Belgium,BEL,2023-02-09,974
Belgium,BEL,2023-02-10,1011
Belgium,BEL,2023-02-11,1010
Belgium,BEL,2023-02-12,1070
Belgium,BEL,2023-02-13,1164
Belgium,BEL,2023-02-14,1215
Belgium,BEL,2023-02-15,1231
Belgium,BEL,2023-02-16,1261
Belgium,BEL,2023-02-17,1295
Belgium,BEL,2023-02-18,1323
Belgium,BEL,2023-02-19,1388
Belgium,BEL,2023-02-20,1483
Belgium,BEL,2023-02-21,1540
Belgium,BEL,2023-02-22,1589
Belgium,BEL,2023-02-23,1642
Belgium,BEL,2023-02-24,1613
Belgium,BEL,2023-02-25,1612
Belgium,BEL,2023-02-26,1654
Belgium,BEL,2023-02-27,1728
Belgium,BEL,2023-02-28,1735
Belgium,BEL,2023-03-01,1760
Belgium,BEL,2023-03-02,1713
Belgium,BEL,2023-03-03,1725
Belgium,BEL,2023-03-04,1744
Belgium,BEL,2023-03-05,1846
Belgium,BEL,2023-03-06,1953
Belgium,BEL,2023-03-07,1981
Belgium,BEL,2023-03-08,2100
Belgium,BEL,2023-03-09,2117
Belgium,BEL,2023-03-10,2131
Belgium,BEL,2023-03-11,2182
Belgium,BEL,2023-03-12,2269
Belgium,BEL,2023-03-13,2346
Belgium,BEL,2023-03-14,2347
Belgium,BEL,2023-03-15,2329
Belgium,BEL,2023-03-16,2329
Belgium,BEL,2023-03-17,2279
Belgium,BEL,2023-03-18,2231
Belgium,BEL,2023-03-19,2319
Belgium,BEL,2023-03-20,2347
Belgium,BEL,2023-03-21,2237
Belgium,BEL,2023-03-22,2146
Belgium,BEL,2023-03-23,2106
Belgium,BEL,2023-03-24,2059
Belgium,BEL,2023-03-25,1923
Belgium,BEL,2023-03-26,1997
Belgium,BEL,2023-03-27,2040
Belgium,BEL,2023-03-28,1954
Belgium,BEL,2023-03-29,1904
Belgium,BEL,2023-03-30,1823
Belgium,BEL,2023-03-31,1773
Belgium,BEL,2023-04-01,1665
Belgium,BEL,2023-04-02,1685
Belgium,BEL,2023-04-03,1649
Belgium,BEL,2023-04-04,1507
Belgium,BEL,2023-04-05,1434
Belgium,BEL,2023-04-06,1393
Belgium,BEL,2023-04-07,1300
Belgium,BEL,2023-04-08,1225
Belgium,BEL,2023-04-09,1236
Belgium,BEL,2023-04-10,1314
Belgium,BEL,2023-04-11,1349
Belgium,BEL,2023-04-12,1330
Belgium,BEL,2023-04-13,1306
Belgium,BEL,2023-04-14,1262
Belgium,BEL,2023-04-15,1199
Belgium,BEL,2023-04-16,1199
Belgium,BEL,2023-04-17,1223
Belgium,BEL,2023-04-18,1184
Belgium,BEL,2023-04-19,1132
Belgium,BEL,2023-04-20,1061
Belgium,BEL,2023-04-21,1022
Belgium,BEL,2023-04-22,989
Belgium,BEL,2023-04-23,987
Belgium,BEL,2023-04-24,999
Belgium,BEL,2023-04-25,960
Belgium,BEL,2023-04-26,948
Belgium,BEL,2023-04-27,909
Belgium,BEL,2023-04-28,861
Belgium,BEL,2023-04-29,806
Belgium,BEL,2023-04-30,807
Belgium,BEL,2023-05-01,815
Belgium,BEL,2023-05-02,830
Belgium,BEL,2023-05-03,768
Belgium,BEL,2023-05-04,738
Belgium,BEL,2023-05-05,692
Belgium,BEL,2023-05-06,675
Belgium,BEL,2023-05-07,685
Belgium,BEL,2023-05-08,694
Belgium,BEL,2023-05-09,655
Belgium,BEL,2023-05-10,683
Belgium,BEL,2023-05-11,626
Belgium,BEL,2023-05-12,589
Belgium,BEL,2023-05-13,568
Belgium,BEL,2023-05-14,573
Belgium,BEL,2023-05-15,582
Belgium,BEL,2023-05-16,549
Belgium,BEL,2023-05-17,0
Belgium,BEL,2023-05-18,0
Belgium,BEL,2023-05-19,0
Belgium,BEL,2023-05-20,0
Belgium,BEL,2023-05-21,0
Belgium,BEL,2023-05-22,0
Belgium,BEL,2023-05-23,394
Belgium,BEL,2023-05-24,0
Belgium,BEL,2023-05-25,0
Belgium,BEL,2023-05-26,0
Belgium,BEL,2023-05-27,0
Belgium,BEL,2023-05-28,0
Belgium,BEL,2023-05-29,0
Belgium,BEL,2023-05-30,306
Belgium,BEL,2023-05-31,0
Belgium,BEL,2023-06-01,0
Belgium,BEL,2023-06-02,0
Belgium,BEL,2023-06-03,0
Belgium,BEL,2023-06-04,0
Belgium,BEL,2023-06-05,0
Belgium,BEL,2023-06-06,238
Belgium,BEL,2023-06-07,0
Belgium,BEL,2023-06-08,0
Belgium,BEL,2023-06-09,0
Belgium,BEL,2023-06-10,0
Belgium,BEL,2023-06-11,0
Belgium,BEL,2023-06-12,0
Belgium,BEL,2023-06-13,211
Belgium,BEL,2023-06-14,0
Belgium,BEL,2023-06-15,0
Belgium,BEL,2023-06-16,0
Belgium,BEL,2023-06-17,0
Belgium,BEL,2023-06-18,0
Belgium,BEL,2023-06-19,0
Belgium,BEL,2023-06-20,139
Belgium,BEL,2023-06-21,0
Belgium,BEL,2023-06-22,0
Belgium,BEL,2023-06-23,0
Belgium,BEL,2023-06-24,0
Belgium,BEL,2023-06-25,0
Belgium,BEL,2023-06-26,0
Belgium,BEL,2023-06-27,116
Bolivia,BOL,2021-05-08,902
Bolivia,BOL,2021-05-09,1083
Bolivia,BOL,2021-05-10,1315
Bolivia,BOL,2021-05-11,1414
Bolivia,BOL,2021-05-12,1337
Bolivia,BOL,2021-05-13,1476
Bolivia,BOL,2021-05-14,1521
Bolivia,BOL,2021-05-15,1711
Bolivia,BOL,2021-05-16,1728
Bolivia,BOL,2021-05-17,1746
Bolivia,BOL,2021-05-18,1767
Bolivia,BOL,2021-05-19,1788
Bolivia,BOL,2021-05-20,1808
Bolivia,BOL,2021-05-21,1859
Bolivia,BOL,2021-05-22,1866
Bolivia,BOL,2021-05-23,1885
Bolivia,BOL,2021-05-24,2032
Bolivia,BOL,2021-05-25,2272
Bolivia,BOL,2021-05-26,2353
Bolivia,BOL,2021-05-27,2373
Bolivia,BOL,2021-05-28,2361
Bolivia,BOL,2021-05-29,2370
Bolivia,BOL,2021-05-30,2410
Bolivia,BOL,2021-05-31,2433
Bolivia,BOL,2021-06-01,2425
Bolivia,BOL,2021-06-02,2420
Bolivia,BOL,2021-06-03,2402
Bolivia,BOL,2021-06-04,2381
Bolivia,BOL,2021-06-05,2398
Bolivia,BOL,2021-06-06,2419
Bolivia,BOL,2021-06-07,2308
Bolivia,BOL,2021-06-08,2214
Bolivia,BOL,2021-06-09,2203
Bolivia,BOL,2021-06-10,2207
Bolivia,BOL,2021-06-11,2195
Bolivia,BOL,2021-06-12,2253
Bolivia,BOL,2021-06-13,2256
Bolivia,BOL,2021-06-14,2232
Bolivia,BOL,2021-06-15,2198
Bolivia,BOL,2021-06-16,2170
Bolivia,BOL,2021-06-17,2140
Bolivia,BOL,2021-06-18,2128
Bolivia,BOL,2021-06-19,2096
Bolivia,BOL,2021-06-20,2076
Bolivia,BOL,2021-06-21,2033
Bolivia,BOL,2021-06-22,2014
Bolivia,BOL,2021-06-23,1981
Bolivia,BOL,2021-06-24,1959
Bolivia,BOL,2021-06-25,1929
Bolivia,BOL,2021-06-26,1907
Bolivia,BOL,2021-06-27,1872
Bolivia,BOL,2021-06-28,1842
Bolivia,BOL,2021-06-29,1838
Bolivia,BOL,2021-06-30,1757
Bolivia,BOL,2021-07-01,1719
Bolivia,BOL,2021-07-02,1684
Bolivia,BOL,2021-07-03,1648
Bolivia,BOL,2021-07-04,1592
Bolivia,BOL,2021-07-05,1539
Bolivia,BOL,2021-07-06,1485
Bolivia,BOL,2021-07-07,1420
Bolivia,BOL,2021-07-08,1361
Bolivia,BOL,2021-07-09,1354
Bolivia,BOL,2021-07-10,1342
Bolivia,BOL,2021-07-11,1322
Bolivia,BOL,2021-07-12,1314
Bolivia,BOL,2021-07-13,1289
Bolivia,BOL,2021-07-14,1269
Bolivia,BOL,2021-07-15,1256
Bolivia,BOL,2021-07-16,1228
Bolivia,BOL,2021-07-17,1223
Bolivia,BOL,2021-07-18,1219
Bolivia,BOL,2021-07-19,1206
Bolivia,BOL,2021-07-20,1183
Bolivia,BOL,2021-07-21,1149
Bolivia,BOL,2021-07-22,1155
Bolivia,BOL,2021-07-23,1149
Bolivia,BOL,2021-07-24,1161
Bolivia,BOL,2021-07-25,1119
Bolivia,BOL,2021-07-26,1092
Bolivia,BOL,2021-07-27,1066
Bolivia,BOL,2021-07-28,1042
Bolivia,BOL,2021-07-29,1004
Bolivia,BOL,2021-07-30,980
Bolivia,BOL,2021-07-31,999
Bolivia,BOL,2021-08-01,987
Bolivia,BOL,2021-08-02,940
Bolivia,BOL,2021-08-03,893
Bolivia,BOL,2021-08-04,910
Bolivia,BOL,2021-08-05,893
Bolivia,BOL,2021-08-06,874
Bolivia,BOL,2021-08-07,856
Bolivia,BOL,2021-08-08,858
Bolivia,BOL,2021-08-09,863
Bolivia,BOL,2021-08-10,855
Bolivia,BOL,2021-08-11,889
Bolivia,BOL,2021-08-12,844
Bolivia,BOL,2021-08-13,858
Bolivia,BOL,2021-08-14,840
Bolivia,BOL,2021-08-15,824
Bolivia,BOL,2021-08-16,832
Bolivia,BOL,2021-08-17,808
Bolivia,BOL,2021-08-18,783
Bolivia,BOL,2021-08-19,784
Bolivia,BOL,2021-08-20,785
Bolivia,BOL,2021-08-21,767
Bolivia,BOL,2021-08-22,763
Bolivia,BOL,2021-08-23,760
Bolivia,BOL,2021-08-24,757
Bolivia,BOL,2021-08-25,755
Bolivia,BOL,2021-08-26,738
Bolivia,BOL,2021-08-27,735
Bolivia,BOL,2021-08-28,747
Bolivia,BOL,2021-08-29,752
Bolivia,BOL,2021-08-30,743
Bolivia,BOL,2021-08-31,749
Bolivia,BOL,2021-09-01,727
Bolivia,BOL,2021-09-02,699
Bolivia,BOL,2021-09-03,685
Bolivia,BOL,2021-09-04,676
Bolivia,BOL,2021-09-05,661
Bolivia,BOL,2021-09-06,654
Bolivia,BOL,2021-09-07,628
Bolivia,BOL,2021-09-08,622
Bolivia,BOL,2021-09-09,630
Bolivia,BOL,2021-09-10,635
Bolivia,BOL,2021-09-11,643
Bolivia,BOL,2021-09-12,629
Bolivia,BOL,2021-09-13,619
Bolivia,BOL,2021-09-14,601
Bolivia,BOL,2021-09-15,586
Bolivia,BOL,2021-09-16,585
Bolivia,BOL,2021-09-17,612
Bolivia,BOL,2021-09-18,605
Bolivia,BOL,2021-09-19,594
Bolivia,BOL,2021-09-20,592
Bolivia,BOL,2021-09-21,592
Bolivia,BOL,2021-09-22,578
Bolivia,BOL,2021-09-23,546
Bolivia,BOL,2021-09-24,524
Bolivia,BOL,2021-09-25,497
Bolivia,BOL,2021-09-26,477
Bolivia,BOL,2021-09-27,456
Bolivia,BOL,2021-09-28,442
Bolivia,BOL,2021-09-29,450
Bolivia,BOL,2021-09-30,447
Bolivia,BOL,2021-10-01,446
Bolivia,BOL,2021-10-02,441
Bolivia,BOL,2021-10-03,427
Bolivia,BOL,2021-10-04,435
Bolivia,BOL,2021-10-05,445
Bolivia,BOL,2021-10-06,478
Bolivia,BOL,2021-10-07,472
Bolivia,BOL,2021-10-08,499
Bolivia,BOL,2021-10-09,439
Bolivia,BOL,2021-10-10,452
Bolivia,BOL,2021-10-11,521
Bolivia,BOL,2021-10-12,433
Bolivia,BOL,2021-10-13,439
Bolivia,BOL,2021-10-14,447
Bolivia,BOL,2021-10-15,434
Bolivia,BOL,2021-10-16,440
Bolivia,BOL,2021-10-17,441
Bolivia,BOL,2021-10-18,444
Bolivia,BOL,2021-10-19,432
Bolivia,BOL,2021-10-20,525
Bolivia,BOL,2021-10-21,582
Bolivia,BOL,2021-10-22,480
Bolivia,BOL,2021-10-23,617
Bolivia,BOL,2021-10-24,630
Bolivia,BOL,2021-10-25,645
Bolivia,BOL,2021-10-26,510
Bolivia,BOL,2021-10-27,457
Bolivia,BOL,2021-10-28,457
Bolivia,BOL,2021-10-29,462
Bolivia,BOL,2021-10-30,443
Bolivia,BOL,2021-10-31,446
Bolivia,BOL,2021-11-01,466
Bolivia,BOL,2021-11-02,481
Bolivia,BOL,2021-11-03,481
Bolivia,BOL,2021-11-04,506
Bolivia,BOL,2021-11-05,501
Bolivia,BOL,2021-11-06,504
Bolivia,BOL,2021-11-07,511
Bolivia,BOL,2021-11-08,519
Bolivia,BOL,2021-11-09,522
Bolivia,BOL,2021-11-10,546
Bolivia,BOL,2021-11-11,570
Bolivia,BOL,2021-11-12,591
Bolivia,BOL,2021-11-13,595
Bolivia,BOL,2021-11-14,577
Bolivia,BOL,2021-11-15,603
Bolivia,BOL,2021-11-16,641
Bolivia,BOL,2021-11-17,651
Bolivia,BOL,2021-11-18,652
Bolivia,BOL,2021-11-19,658
Bolivia,BOL,2021-11-20,663
Bolivia,BOL,2021-11-21,665
Bolivia,BOL,2021-11-22,667
Bolivia,BOL,2021-11-23,674
Bolivia,BOL,2021-11-24,679
Bolivia,BOL,2021-11-25,682
Bolivia,BOL,2021-11-26,680
Bolivia,BOL,2021-11-27,699
Bolivia,BOL,2021-11-28,706
Bolivia,BOL,2021-11-29,729
Bolivia,BOL,2021-11-30,704
Bolivia,BOL,2021-12-01,723
Bolivia,BOL,2021-12-02,721
Bolivia,BOL,2021-12-03,729
Bolivia,BOL,2021-12-04,727
Bolivia,BOL,2021-12-05,708
Bolivia,BOL,2021-12-06,698
Bolivia,BOL,2021-12-07,733
Bolivia,BOL,2021-12-08,734
Bolivia,BOL,2021-12-09,774
Bolivia,BOL,2021-12-10,775
Bolivia,BOL,2021-12-11,770
Bolivia,BOL,2021-12-12,750
Bolivia,BOL,2021-12-13,828
Bolivia,BOL,2021-12-14,828
Bolivia,BOL,2021-12-15,850
Bolivia,BOL,2021-12-16,854
Bolivia,BOL,2021-12-17,871
Bolivia,BOL,2021-12-18,879
Bolivia,BOL,2021-12-19,892
Bolivia,BOL,2021-12-20,924
Bolivia,BOL,2021-12-21,934
Bolivia,BOL,2021-12-22,933
Bolivia,BOL,2021-12-23,954
Bolivia,BOL,2021-12-24,931
Bolivia,BOL,2021-12-25,956
Bolivia,BOL,2021-12-26,973
Bolivia,BOL,2021-12-27,1001
Bolivia,BOL,2021-12-28,1024
Bolivia,BOL,2021-12-29,1083
Bolivia,BOL,2021-12-30,1129
Bolivia,BOL,2021-12-31,1160
Bolivia,BOL,2022-01-01,1171
Bolivia,BOL,2022-01-02,1209
Bolivia,BOL,2022-01-03,1223
Bolivia,BOL,2022-01-04,1316
Bolivia,BOL,2022-01-05,1395
Bolivia,BOL,2022-01-06,1490
Bolivia,BOL,2022-01-07,1516
Bolivia,BOL,2022-01-08,1564
Bolivia,BOL,2022-01-09,1620
Bolivia,BOL,2022-01-10,1667
Bolivia,BOL,2022-01-11,1701
Bolivia,BOL,2022-01-12,1767
Bolivia,BOL,2022-01-13,1783
Bolivia,BOL,2022-01-14,1825
Bolivia,BOL,2022-01-15,1832
Bolivia,BOL,2022-01-16,1810
Bolivia,BOL,2022-01-17,1802
Bolivia,BOL,2022-01-18,1814
Bolivia,BOL,2022-01-19,1829
Bolivia,BOL,2022-01-20,1793
Bolivia,BOL,2022-01-21,1765
Bolivia,BOL,2022-01-22,1773
Bolivia,BOL,2022-01-23,1745
Bolivia,BOL,2022-01-24,1756
Bolivia,BOL,2022-01-25,1690
Bolivia,BOL,2022-01-26,1647
Bolivia,BOL,2022-01-27,1551
Bolivia,BOL,2022-01-28,1504
Bolivia,BOL,2022-01-29,1504
Bolivia,BOL,2022-01-30,1403
Bolivia,BOL,2022-01-31,1358
Bolivia,BOL,2022-02-01,1288
Bolivia,BOL,2022-02-02,1245
Bolivia,BOL,2022-02-03,1210
Bolivia,BOL,2022-02-04,1103
Bolivia,BOL,2022-02-05,1031
Bolivia,BOL,2022-02-06,993
Bolivia,BOL,2022-02-07,928
Bolivia,BOL,2022-02-08,862
Bolivia,BOL,2022-02-09,818
Bolivia,BOL,2022-02-10,779
Bolivia,BOL,2022-02-11,734
Bolivia,BOL,2022-02-12,700
Bolivia,BOL,2022-02-13,667
Bolivia,BOL,2022-02-14,646
Bolivia,BOL,2022-02-15,598
Bolivia,BOL,2022-02-16,556
Bolivia,BOL,2022-02-17,506
Bolivia,BOL,2022-02-18,484
Bolivia,BOL,2022-02-19,454
Bolivia,BOL,2022-02-20,448
Bolivia,BOL,2022-02-21,450
